,publisher,genres,app_name,title,release_date,price,id,developer,year
26675,Robot Loves Kitty,Indie,Legend of Dungeon: Masters,Legend of Dungeon: Masters,2015-11-30,Free to Play,405980,Robot Loves Kitty,2015
26676,Robot Loves Kitty,Massively Multiplayer,Legend of Dungeon: Masters,Legend of Dungeon: Masters,2015-11-30,Free to Play,405980,Robot Loves Kitty,2015
26677,Robot Loves Kitty,RPG,Legend of Dungeon: Masters,Legend of Dungeon: Masters,2015-11-30,Free to Play,405980,Robot Loves Kitty,2015
26678,Robot Loves Kitty,Early Access,Legend of Dungeon: Masters,Legend of Dungeon: Masters,2015-11-30,Free to Play,405980,Robot Loves Kitty,2015
26679,Moonlit Works,Casual,Carpe Diem,Carpe Diem,2015-11-30,Free to Play,423880,Eyzi,2015
26680,Moonlit Works,Free to Play,Carpe Diem,Carpe Diem,2015-11-30,Free to Play,423880,Eyzi,2015
26681,Moonlit Works,Indie,Carpe Diem,Carpe Diem,2015-11-30,Free to Play,423880,Eyzi,2015
26682,energy milk,Action,Yet Another World,Yet Another World,2015-11-30,1.99,411740,energy milk,2015
26683,energy milk,Adventure,Yet Another World,Yet Another World,2015-11-30,1.99,411740,energy milk,2015
26684,energy milk,Indie,Yet Another World,Yet Another World,2015-11-30,1.99,411740,energy milk,2015
26685,Gaming Cats Studio,Adventure,I must kill...: Fresh Meat,I must kill...: Fresh Meat,2015-11-30,Free to Play,420880,Gaming Cats Studio,2015
26686,Gaming Cats Studio,Free to Play,I must kill...: Fresh Meat,I must kill...: Fresh Meat,2015-11-30,Free to Play,420880,Gaming Cats Studio,2015
26687,Gaming Cats Studio,Indie,I must kill...: Fresh Meat,I must kill...: Fresh Meat,2015-11-30,Free to Play,420880,Gaming Cats Studio,2015
26688,Gaming Cats Studio,Early Access,I must kill...: Fresh Meat,I must kill...: Fresh Meat,2015-11-30,Free to Play,420880,Gaming Cats Studio,2015
26689,Ubisoft,Free to Play,Might & Magic Heroes Online,Might &amp; Magic Heroes Online,2015-11-24,Free to Play,336520,Blue Byte,2015
26690,Ubisoft,Massively Multiplayer,Might & Magic Heroes Online,Might &amp; Magic Heroes Online,2015-11-24,Free to Play,336520,Blue Byte,2015
26691,Ubisoft,RPG,Might & Magic Heroes Online,Might &amp; Magic Heroes Online,2015-11-24,Free to Play,336520,Blue Byte,2015
26692,Ubisoft,Strategy,Might & Magic Heroes Online,Might &amp; Magic Heroes Online,2015-11-24,Free to Play,336520,Blue Byte,2015
26693,Glowstick Entertainment,Action,Dead Acres,Dead Acres,2015-11-24,4.99,404550,Glowstick Entertainment,2015
26694,Glowstick Entertainment,Adventure,Dead Acres,Dead Acres,2015-11-24,4.99,404550,Glowstick Entertainment,2015
26695,Glowstick Entertainment,Casual,Dead Acres,Dead Acres,2015-11-24,4.99,404550,Glowstick Entertainment,2015
26696,Glowstick Entertainment,Indie,Dead Acres,Dead Acres,2015-11-24,4.99,404550,Glowstick Entertainment,2015
26697,Glowstick Entertainment,Strategy,Dead Acres,Dead Acres,2015-11-24,4.99,404550,Glowstick Entertainment,2015
26698,Glowstick Entertainment,Early Access,Dead Acres,Dead Acres,2015-11-24,4.99,404550,Glowstick Entertainment,2015
26699,Kbros Entertainment,Indie,Albert and Otto - Original Soundtrack,Albert and Otto - Original Soundtrack,2015-11-24,1.99,418580,Nikola Kostic,2015
26700,Flying Interactive,Adventure,Lost Labyrinth Extended Version,Lost Labyrinth Extended Version,2015-11-24,4.99,420920,Markus Döbele,2015
26701,Flying Interactive,Casual,Lost Labyrinth Extended Version,Lost Labyrinth Extended Version,2015-11-24,4.99,420920,Markus Döbele,2015
26702,Flying Interactive,Indie,Lost Labyrinth Extended Version,Lost Labyrinth Extended Version,2015-11-24,4.99,420920,Markus Döbele,2015
26703,Flying Interactive,RPG,Lost Labyrinth Extended Version,Lost Labyrinth Extended Version,2015-11-24,4.99,420920,Markus Döbele,2015
26704,Sekai Project,Adventure,CLANNAD,CLANNAD,2015-11-23,49.99,324160,VisualArts/Key,2015
26705,Sekai Project,Casual,CLANNAD,CLANNAD,2015-11-23,49.99,324160,VisualArts/Key,2015
26706,"GrabTheGames, WhisperGames",Adventure,The Deed,The Deed,2015-11-23,0.99,420740,"Pilgrim Adventures,GrabTheGames Studios",2015
26707,"GrabTheGames, WhisperGames",RPG,The Deed,The Deed,2015-11-23,0.99,420740,"Pilgrim Adventures,GrabTheGames Studios",2015
26708,Eddy Games,Adventure,The Land Of Lamia,The Land Of Lamia,2015-11-23,0.99,385310,Eddy Games,2015
26709,Eddy Games,Indie,The Land Of Lamia,The Land Of Lamia,2015-11-23,0.99,385310,Eddy Games,2015
26710,WayForward,Action,Mighty Switch Force! Academy,Mighty Switch Force! Academy,2015-11-23,9.99,350210,WayForward,2015
26711,WayForward,Indie,Mighty Switch Force! Academy,Mighty Switch Force! Academy,2015-11-23,9.99,350210,WayForward,2015
26712,WayForward,Strategy,Mighty Switch Force! Academy,Mighty Switch Force! Academy,2015-11-23,9.99,350210,WayForward,2015
26713,Groupees Interactive,Adventure,Days Under Custody,Days Under Custody,2015-11-23,4.99,412730,Abraham Carreola,2015
26714,Groupees Interactive,Indie,Days Under Custody,Days Under Custody,2015-11-23,4.99,412730,Abraham Carreola,2015
26715,Spearhead,Action,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,8.99,342530,Magic Pants,2015
26716,Spearhead,Casual,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,8.99,342530,Magic Pants,2015
26717,Spearhead,Indie,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,8.99,342530,Magic Pants,2015
26718,Spearhead,Early Access,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,8.99,342530,Magic Pants,2015
26719,Very Simple Idea Studios,Indie,Idle Civilization,Idle Civilization,2015-11-23,4.99,418910,Very Simple Idea Studios,2015
26720,Very Simple Idea Studios,RPG,Idle Civilization,Idle Civilization,2015-11-23,4.99,418910,Very Simple Idea Studios,2015
26721,Very Simple Idea Studios,Simulation,Idle Civilization,Idle Civilization,2015-11-23,4.99,418910,Very Simple Idea Studios,2015
26722,Very Simple Idea Studios,Strategy,Idle Civilization,Idle Civilization,2015-11-23,4.99,418910,Very Simple Idea Studios,2015
26723,Very Simple Idea Studios,Early Access,Idle Civilization,Idle Civilization,2015-11-23,4.99,418910,Very Simple Idea Studios,2015
26724,Alawar Entertainment,Adventure,Goblin Defenders: Steel‘n’ Wood,Goblin Defenders: Steel‘n’ Wood,2013-08-21,2.99,416310,Alawar Entertainment,2013
26725,Alawar Entertainment,Casual,Goblin Defenders: Steel‘n’ Wood,Goblin Defenders: Steel‘n’ Wood,2013-08-21,2.99,416310,Alawar Entertainment,2013
26726,Alawar Entertainment,Strategy,Goblin Defenders: Steel‘n’ Wood,Goblin Defenders: Steel‘n’ Wood,2013-08-21,2.99,416310,Alawar Entertainment,2013
26727,Degica,Action,Umihara Kawase Shun: Steam Edition,Umihara Kawase Shun: Steam Edition,2015-11-24,11.99,384700,Studio Saizensen,2015
26728,Degica,Indie,Umihara Kawase Shun: Steam Edition,Umihara Kawase Shun: Steam Edition,2015-11-24,11.99,384700,Studio Saizensen,2015
26729,"Gag A Maggot Entertainment, LLC.",Indie,ABD - Legacy Edition,ABD - Legacy Edition,2015-11-20,59.99,388030,"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles",2015
26730,"Gag A Maggot Entertainment, LLC.",Massively Multiplayer,ABD - Legacy Edition,ABD - Legacy Edition,2015-11-20,59.99,388030,"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles",2015
26731,"Gag A Maggot Entertainment, LLC.",Strategy,ABD - Legacy Edition,ABD - Legacy Edition,2015-11-20,59.99,388030,"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles",2015
26732,"Addicting Games, Defy Media, LLC",Action,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,4.99,403700,"Ben 'Yahtzee' Croshaw,Collected Worlds",2015
26733,Anuman Interactive,Simulation,Home Design 3D,Home Design 3D,2015-01-30,9.99,420000,Anuman Interactive,2015
26734,Hosted Games,Indie,A Study in Steampunk: Choice by Gaslight,A Study in Steampunk: Choice by Gaslight,2015-11-20,3.99,421630,Hosted Games,2015
26735,Hosted Games,RPG,A Study in Steampunk: Choice by Gaslight,A Study in Steampunk: Choice by Gaslight,2015-11-20,3.99,421630,Hosted Games,2015
26736,"TopWare Interactive, ACE",Action,Vendetta - Curse of Raven's Cry,Vendetta - Curse of Raven's Cry,2015-11-20,29.99,386280,Reality Pump Studios,2015
26737,"TopWare Interactive, ACE",Indie,Vendetta - Curse of Raven's Cry,Vendetta - Curse of Raven's Cry,2015-11-20,29.99,386280,Reality Pump Studios,2015
26738,"TopWare Interactive, ACE",RPG,Vendetta - Curse of Raven's Cry,Vendetta - Curse of Raven's Cry,2015-11-20,29.99,386280,Reality Pump Studios,2015
26739,KISS ltd,Indie,Tactical Soccer The New Season,Tactical Soccer The New Season,2015-11-20,9.99,400380,EGCL,2015
26740,KISS ltd,Simulation,Tactical Soccer The New Season,Tactical Soccer The New Season,2015-11-20,9.99,400380,EGCL,2015
26741,KISS ltd,Sports,Tactical Soccer The New Season,Tactical Soccer The New Season,2015-11-20,9.99,400380,EGCL,2015
26742,KISS ltd,Strategy,Tactical Soccer The New Season,Tactical Soccer The New Season,2015-11-20,9.99,400380,EGCL,2015
26743,Kyle Seeley,Adventure,Emily is Away,Emily is Away,2015-11-20,Free to Play,417860,Kyle Seeley,2015
26744,Kyle Seeley,Casual,Emily is Away,Emily is Away,2015-11-20,Free to Play,417860,Kyle Seeley,2015
26745,Kyle Seeley,Free to Play,Emily is Away,Emily is Away,2015-11-20,Free to Play,417860,Kyle Seeley,2015
26746,Kyle Seeley,Indie,Emily is Away,Emily is Away,2015-11-20,Free to Play,417860,Kyle Seeley,2015
26747,Kyle Seeley,Simulation,Emily is Away,Emily is Away,2015-11-20,Free to Play,417860,Kyle Seeley,2015
26748,Autotivity Entertainment,Action,Entropy Rising,Entropy Rising,2015-11-20,0.99,334830,Autotivity Entertainment,2015
26749,Autotivity Entertainment,Indie,Entropy Rising,Entropy Rising,2015-11-20,0.99,334830,Autotivity Entertainment,2015
26750,HypeTrain Digital,Action,12 is Better Than 6,12 is Better Than 6,2015-11-20,9.99,410110,Ink Stains Games,2015
26751,HypeTrain Digital,Indie,12 is Better Than 6,12 is Better Than 6,2015-11-20,9.99,410110,Ink Stains Games,2015
26752,Silver Cow Studio,Adventure,Time Tenshi,Time Tenshi,2015-11-20,9.99,420950,Silver Cow Studio,2015
26753,Silver Cow Studio,Indie,Time Tenshi,Time Tenshi,2015-11-20,9.99,420950,Silver Cow Studio,2015
26754,Silver Cow Studio,Simulation,Time Tenshi,Time Tenshi,2015-11-20,9.99,420950,Silver Cow Studio,2015
26755,"Vermont Software Studios,LLC",Indie,Terraformer Expedition to Mars,Terraformer Expedition to Mars,2014-05-07,24.99,298220,"Vermont Software Studios,LLC",2014
26756,"Vermont Software Studios,LLC",Simulation,Terraformer Expedition to Mars,Terraformer Expedition to Mars,2014-05-07,24.99,298220,"Vermont Software Studios,LLC",2014
26757,Kazakov Oleg,Indie,The Tape,The Tape,2015-11-19,0.99,387930,Kazakov Oleg,2015
26758,Squiddershins,Adventure,Tick Tock Isle,Tick Tock Isle,2015-11-19,0.99,418440,Squiddershins,2015
26759,Squiddershins,Casual,Tick Tock Isle,Tick Tock Isle,2015-11-19,0.99,418440,Squiddershins,2015
26760,Squiddershins,Indie,Tick Tock Isle,Tick Tock Isle,2015-11-19,0.99,418440,Squiddershins,2015
26761,Rising Sun Interactive,Adventure,Angels That Kill,Angels That Kill,2015-11-20,2.99,383240,Rising Sun Interactive,2015
26762,Rising Sun Interactive,Casual,Angels That Kill,Angels That Kill,2015-11-20,2.99,383240,Rising Sun Interactive,2015
26763,Rising Sun Interactive,Indie,Angels That Kill,Angels That Kill,2015-11-20,2.99,383240,Rising Sun Interactive,2015
26764,Solanimus Inc.,Action,Signal to Noise,Signal to Noise,2015-11-20,4.99,380210,Solanimus Inc.,2015
26765,Solanimus Inc.,Indie,Signal to Noise,Signal to Noise,2015-11-20,4.99,380210,Solanimus Inc.,2015
26766,Studio Namaapa,Adventure,Nusakana,Nusakana,2015-11-19,8.99,401290,Studio Namaapa,2015
26767,Studio Namaapa,Indie,Nusakana,Nusakana,2015-11-19,8.99,401290,Studio Namaapa,2015
26768,Studio Namaapa,RPG,Nusakana,Nusakana,2015-11-19,8.99,401290,Studio Namaapa,2015
26769,Ben 'Yahtzee' Croshaw,Adventure,The Consuming Shadow,The Consuming Shadow,2015-11-20,9.99,403830,Ben 'Yahtzee' Croshaw,2015
26770,MuHa Games,Indie,Thea: The Awakening,Thea: The Awakening,2015-11-20,19.99,378720,MuHa Games,2015
26771,MuHa Games,RPG,Thea: The Awakening,Thea: The Awakening,2015-11-20,19.99,378720,MuHa Games,2015
26772,MuHa Games,Strategy,Thea: The Awakening,Thea: The Awakening,2015-11-20,19.99,378720,MuHa Games,2015
26773,b-alive gmbh,Casual,Wildlife Camp,Wildlife Camp,2010-03-19,6.99,338630,b-alive gmbh,2010
26774,b-alive gmbh,Indie,Wildlife Camp,Wildlife Camp,2010-03-19,6.99,338630,b-alive gmbh,2010
26775,b-alive gmbh,Simulation,Wildlife Camp,Wildlife Camp,2010-03-19,6.99,338630,b-alive gmbh,2010
26776,Good Shepherd Entertainment,Adventure,Hard West,Hard West,2015-11-18,19.99,307670,CreativeForge Games,2015
26777,Good Shepherd Entertainment,Indie,Hard West,Hard West,2015-11-18,19.99,307670,CreativeForge Games,2015
26778,Good Shepherd Entertainment,RPG,Hard West,Hard West,2015-11-18,19.99,307670,CreativeForge Games,2015
26779,Good Shepherd Entertainment,Strategy,Hard West,Hard West,2015-11-18,19.99,307670,CreativeForge Games,2015
26780,Kisareth Studios,Casual,Chronicles of a Dark Lord: Rhapsody Clash,Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,0.99,418310,Kisareth Studios,2015
26781,Kisareth Studios,Indie,Chronicles of a Dark Lord: Rhapsody Clash,Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,0.99,418310,Kisareth Studios,2015
26782,Kisareth Studios,RPG,Chronicles of a Dark Lord: Rhapsody Clash,Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,0.99,418310,Kisareth Studios,2015
26783,Ubisoft,Action,Assassin's Creed® Syndicate,Assassin's Creed® Syndicate,2015-11-18,39.99,368500,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2015
26784,Ubisoft,Adventure,Assassin's Creed® Syndicate,Assassin's Creed® Syndicate,2015-11-18,39.99,368500,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2015
26785,Slitherine Ltd.,Simulation,Scourge of War: Waterloo,Scourge of War: Waterloo,2015-11-19,49.99,369390,NorbSoftDev,2015
26786,Slitherine Ltd.,Strategy,Scourge of War: Waterloo,Scourge of War: Waterloo,2015-11-19,49.99,369390,NorbSoftDev,2015
26787,Hydro Games,Action,Dungeon Kingdom: Sign of the Moon,Dungeon Kingdom: Sign of the Moon,2015-11-19,18.99,329040,Hydro Games,2015
26788,Hydro Games,Adventure,Dungeon Kingdom: Sign of the Moon,Dungeon Kingdom: Sign of the Moon,2015-11-19,18.99,329040,Hydro Games,2015
26789,Hydro Games,Indie,Dungeon Kingdom: Sign of the Moon,Dungeon Kingdom: Sign of the Moon,2015-11-19,18.99,329040,Hydro Games,2015
26790,Hydro Games,RPG,Dungeon Kingdom: Sign of the Moon,Dungeon Kingdom: Sign of the Moon,2015-11-19,18.99,329040,Hydro Games,2015
26791,Hydro Games,Early Access,Dungeon Kingdom: Sign of the Moon,Dungeon Kingdom: Sign of the Moon,2015-11-19,18.99,329040,Hydro Games,2015
26792,Sekai Project,Action,Yohjo Simulator,Yohjo Simulator,2015-11-17,4.99,415950,DEADFACTORY,2015
26793,Sekai Project,Adventure,Yohjo Simulator,Yohjo Simulator,2015-11-17,4.99,415950,DEADFACTORY,2015
26794,Sekai Project,Casual,Yohjo Simulator,Yohjo Simulator,2015-11-17,4.99,415950,DEADFACTORY,2015
26795,Sekai Project,Indie,Yohjo Simulator,Yohjo Simulator,2015-11-17,4.99,415950,DEADFACTORY,2015
26796,Sekai Project,Simulation,Yohjo Simulator,Yohjo Simulator,2015-11-17,4.99,415950,DEADFACTORY,2015
26797,AGM PLAYISM,Action,GOCCO OF WAR,GOCCO OF WAR,2015-11-18,19.99,346730,"peakvox,O-TWO inc.",2015
26798,AGM PLAYISM,Casual,GOCCO OF WAR,GOCCO OF WAR,2015-11-18,19.99,346730,"peakvox,O-TWO inc.",2015
26799,AGM PLAYISM,Indie,GOCCO OF WAR,GOCCO OF WAR,2015-11-18,19.99,346730,"peakvox,O-TWO inc.",2015
26800,Dharker Studio,Casual,Highschool Romance,Highschool Romance,2015-11-18,9.99,398100,Dharker Studio,2015
26801,Dharker Studio,Indie,Highschool Romance,Highschool Romance,2015-11-18,9.99,398100,Dharker Studio,2015
26802,Crytek,Adventure,Back to Dinosaur Island,Back to Dinosaur Island,2015-11-18,Free,412940,Crytek,2015
26803,Crytek,Free to Play,Back to Dinosaur Island,Back to Dinosaur Island,2015-11-18,Free,412940,Crytek,2015
26804,Crytek,Simulation,Back to Dinosaur Island,Back to Dinosaur Island,2015-11-18,Free,412940,Crytek,2015
26805,10tons Ltd,Action,Tennis in the Face,Tennis in the Face,2015-11-18,4.99,394290,10tons Ltd,2015
26806,10tons Ltd,Casual,Tennis in the Face,Tennis in the Face,2015-11-18,4.99,394290,10tons Ltd,2015
26807,10tons Ltd,Indie,Tennis in the Face,Tennis in the Face,2015-11-18,4.99,394290,10tons Ltd,2015
26808,10tons Ltd,Sports,Tennis in the Face,Tennis in the Face,2015-11-18,4.99,394290,10tons Ltd,2015
26809,Pixeljam,Action,Last Horizon,Last Horizon,2015-11-18,4.99,394220,Pixeljam,2015
26810,Pixeljam,Indie,Last Horizon,Last Horizon,2015-11-18,4.99,394220,Pixeljam,2015
26811,"Merge Games, Tagstar Games, Delirium Studios",Adventure,The Rivers of Alice - Extended Version,The Rivers of Alice - Extended Version,2015-11-16,7.99,411590,"Delirium Studios,pequeño salto mortal",2015
26812,"Merge Games, Tagstar Games, Delirium Studios",Indie,The Rivers of Alice - Extended Version,The Rivers of Alice - Extended Version,2015-11-16,7.99,411590,"Delirium Studios,pequeño salto mortal",2015
26813,Endless Loop Studios,Action,Thank You: The Game 2,Thank You: The Game 2,2015-11-16,Free to Play,419660,Endless Loop Studios,2015
26814,Endless Loop Studios,Indie,Thank You: The Game 2,Thank You: The Game 2,2015-11-16,Free to Play,419660,Endless Loop Studios,2015
26815,Endless Loop Studios,Strategy,Thank You: The Game 2,Thank You: The Game 2,2015-11-16,Free to Play,419660,Endless Loop Studios,2015
26816,Endless Loop Studios,Action,Survivor Squad: Gauntlets,Survivor Squad: Gauntlets,2015-11-16,4.99,331720,Endless Loop Studios,2015
26817,Endless Loop Studios,Indie,Survivor Squad: Gauntlets,Survivor Squad: Gauntlets,2015-11-16,4.99,331720,Endless Loop Studios,2015
26818,Endless Loop Studios,Strategy,Survivor Squad: Gauntlets,Survivor Squad: Gauntlets,2015-11-16,4.99,331720,Endless Loop Studios,2015
26819,Boogygames Studios,Action,Shadow Ninja: Apocalypse,Shadow Ninja: Apocalypse,2015-11-16,1.99,389160,Boogygames Studios,2015
26820,Boogygames Studios,Adventure,Shadow Ninja: Apocalypse,Shadow Ninja: Apocalypse,2015-11-16,1.99,389160,Boogygames Studios,2015
26821,Boogygames Studios,Casual,Shadow Ninja: Apocalypse,Shadow Ninja: Apocalypse,2015-11-16,1.99,389160,Boogygames Studios,2015
26822,Boogygames Studios,Indie,Shadow Ninja: Apocalypse,Shadow Ninja: Apocalypse,2015-11-16,1.99,389160,Boogygames Studios,2015
26823,Boogygames Studios,Strategy,Shadow Ninja: Apocalypse,Shadow Ninja: Apocalypse,2015-11-16,1.99,389160,Boogygames Studios,2015
26824,Boogygames Studios,Action,Shadow Ninja: Endless Runner,Shadow Ninja: Endless Runner,2015-11-14,0.99,420050,Boogygames Studios,2015
26825,Boogygames Studios,Adventure,Shadow Ninja: Endless Runner,Shadow Ninja: Endless Runner,2015-11-14,0.99,420050,Boogygames Studios,2015
26826,Boogygames Studios,Casual,Shadow Ninja: Endless Runner,Shadow Ninja: Endless Runner,2015-11-14,0.99,420050,Boogygames Studios,2015
26827,Boogygames Studios,Indie,Shadow Ninja: Endless Runner,Shadow Ninja: Endless Runner,2015-11-14,0.99,420050,Boogygames Studios,2015
26828,Boogygames Studios,Strategy,Shadow Ninja: Endless Runner,Shadow Ninja: Endless Runner,2015-11-14,0.99,420050,Boogygames Studios,2015
26829,Thomas Biskup,Adventure,ADOM (Ancient Domains Of Mystery),ADOM (Ancient Domains Of Mystery),2015-11-16,14.99,333300,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",2015
26830,Thomas Biskup,Indie,ADOM (Ancient Domains Of Mystery),ADOM (Ancient Domains Of Mystery),2015-11-16,14.99,333300,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",2015
26831,Thomas Biskup,RPG,ADOM (Ancient Domains Of Mystery),ADOM (Ancient Domains Of Mystery),2015-11-16,14.99,333300,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",2015
26832,Thomas Biskup,Strategy,ADOM (Ancient Domains Of Mystery),ADOM (Ancient Domains Of Mystery),2015-11-16,14.99,333300,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",2015
26833,Chainsawesome Games,Action,Knight Squad,Knight Squad,2015-11-16,14.99,294000,Chainsawesome Games,2015
26834,Chainsawesome Games,Indie,Knight Squad,Knight Squad,2015-11-16,14.99,294000,Chainsawesome Games,2015
26835,Nooskewl,Indie,Monster RPG 1,Monster RPG 1,2015-11-16,Free,420240,Nooskewl,2015
26836,Nooskewl,RPG,Monster RPG 1,Monster RPG 1,2015-11-16,Free,420240,Nooskewl,2015
26837,Charyb Games,Action,Trouble In The Manor,Trouble In The Manor,2015-07-01,0.99,338530,Charyb Games,2015
26838,Charyb Games,Casual,Trouble In The Manor,Trouble In The Manor,2015-07-01,0.99,338530,Charyb Games,2015
26839,Charyb Games,Indie,Trouble In The Manor,Trouble In The Manor,2015-07-01,0.99,338530,Charyb Games,2015
26840,Light Vision Interactive,Free to Play,Affected Zone Tactics,Affected Zone Tactics,2015-11-17,Free to Play,386640,Light Vision Interactive,2015
26841,Light Vision Interactive,Massively Multiplayer,Affected Zone Tactics,Affected Zone Tactics,2015-11-17,Free to Play,386640,Light Vision Interactive,2015
26842,Light Vision Interactive,Strategy,Affected Zone Tactics,Affected Zone Tactics,2015-11-17,Free to Play,386640,Light Vision Interactive,2015
26843,WSONG LLC,Casual,BADBLOOD,BADBLOOD,2015-11-13,7.99,404400,Winnie Song,2015
26844,WSONG LLC,Indie,BADBLOOD,BADBLOOD,2015-11-13,7.99,404400,Winnie Song,2015
26845,WSONG LLC,Sports,BADBLOOD,BADBLOOD,2015-11-13,7.99,404400,Winnie Song,2015
26846,Black Shell Media,Action,Ladra,Ladra,2015-11-13,1.99,391180,Is Future Bright,2015
26847,Black Shell Media,Adventure,Ladra,Ladra,2015-11-13,1.99,391180,Is Future Bright,2015
26848,Black Shell Media,Indie,Ladra,Ladra,2015-11-13,1.99,391180,Is Future Bright,2015
26849,"Retroism, Nightdive Studios",Action,World War II GI,World War II GI,1999-03-15,6.99,376750,TNT Team,1999
26850,MangaGamer,Adventure,Higurashi When They Cry Hou - Ch.2 Watanagashi,Higurashi When They Cry Hou - Ch.2 Watanagashi,2015-11-13,7.99,410890,07th Expansion,2015
26851,Illwinter Game Design,Indie,Conquest of Elysium 4,Conquest of Elysium 4,2015-11-16,24.99,403950,Illwinter Game Design,2015
26852,Illwinter Game Design,Strategy,Conquest of Elysium 4,Conquest of Elysium 4,2015-11-16,24.99,403950,Illwinter Game Design,2015
26853,Hajime Doujin Circle,Indie,Cinderella Escape! R12,Cinderella Escape! R12,2015-11-16,4.99,408000,Hajime Doujin Circle,2015
26854,HeroCraft,Casual,Marble Duel,Marble Duel,2015-11-12,4.99,338120,HeroCraft Krasnodar,2015
26855,HeroCraft,Indie,Marble Duel,Marble Duel,2015-11-12,4.99,338120,HeroCraft Krasnodar,2015
26856,Valhalla Cats,Indie,The Purring Quest,The Purring Quest,2015-11-12,9.99,409100,Valhalla Cats,2015
26857,Dark Day Interactive,Action,GASP - Life on Mars,GASP - Life on Mars,2015-11-11,2.99,414210,Dark Day Interactive,2015
26858,Dark Day Interactive,Casual,GASP - Life on Mars,GASP - Life on Mars,2015-11-11,2.99,414210,Dark Day Interactive,2015
26859,Dark Day Interactive,Free to Play,GASP - Life on Mars,GASP - Life on Mars,2015-11-11,2.99,414210,Dark Day Interactive,2015
26860,Dark Day Interactive,Indie,GASP - Life on Mars,GASP - Life on Mars,2015-11-11,2.99,414210,Dark Day Interactive,2015
26861,Dark Day Interactive,Simulation,GASP - Life on Mars,GASP - Life on Mars,2015-11-11,2.99,414210,Dark Day Interactive,2015
26862,Dark Day Interactive,Strategy,GASP - Life on Mars,GASP - Life on Mars,2015-11-11,2.99,414210,Dark Day Interactive,2015
26863,Changyou.com Limited,Free to Play,Steel Ocean,Steel Ocean,2015-11-12,Free to Play,390670,ICE Entertainment,2015
26864,Changyou.com Limited,Massively Multiplayer,Steel Ocean,Steel Ocean,2015-11-12,Free to Play,390670,ICE Entertainment,2015
26865,Changyou.com Limited,Simulation,Steel Ocean,Steel Ocean,2015-11-12,Free to Play,390670,ICE Entertainment,2015
26866,Nomad Games,Casual,Backgammon Blitz,Backgammon Blitz,2015-11-12,3.99,395900,VooFoo Studios,2015
26867,Nyu Media,Action,STEEL STRIDER,STEEL STRIDER,2015-11-12,5.99,404100,ASTRO PORT,2015
26868,Nyu Media,Indie,STEEL STRIDER,STEEL STRIDER,2015-11-12,5.99,404100,ASTRO PORT,2015
26869,Studio 397,Racing,rFactor 2,rFactor 2,2013-03-28,31.99,365960,Studio 397,2013
26870,Studio 397,Simulation,rFactor 2,rFactor 2,2013-03-28,31.99,365960,Studio 397,2013
26871,Studio 397,Sports,rFactor 2,rFactor 2,2013-03-28,31.99,365960,Studio 397,2013
26872,Degica,Action,Mushihimesama,Mushihimesama,2015-11-12,19.99,377860,"CAVE Interactive CO.,LTD.",2015
26873,Dreamloop Games,Action,Stardust Galaxy Warriors: Stellar Climax,Stardust Galaxy Warriors: Stellar Climax,2015-11-10,9.99,389650,Dreamloop Games,2015
26874,Dreamloop Games,Adventure,Stardust Galaxy Warriors: Stellar Climax,Stardust Galaxy Warriors: Stellar Climax,2015-11-10,9.99,389650,Dreamloop Games,2015
26875,Dreamloop Games,Indie,Stardust Galaxy Warriors: Stellar Climax,Stardust Galaxy Warriors: Stellar Climax,2015-11-10,9.99,389650,Dreamloop Games,2015
26876,Zepetto U.S.A. Inc.,Action,Piercing Blow,Piercing Blow,2015-11-10,Free to Play,382850,Zepetto Co.,2015
